"","saida.time","saida.n.risk","saida.n.event","saida.surv","saida.std.err","saida.lower","saida.upper"
"1",0,5572,71,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"2",1,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"3",2,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"4",3,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"5",4,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"6",5,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"7",6,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"8",7,5386,0,0.987257717157215,0.00150256523119701,0.984317131459828,0.990207087669949
"9",8,5386,105,0.968011140792286,0.00237269202144627,0.963371902413556,0.972672720006036
"10",9,5281,352,0.903489284787952,0.00399284243796386,0.895697252573764,0.911349103037938
"11",10,4929,352,0.838967428783619,0.0049728578065137,0.829277203193267,0.848770886079401
"12",11,4577,352,0.774445572779286,0.00565590306819629,0.763439166897613,0.785610656622064
"13",12,4225,352,0.709923716774952,0.0061418698287646,0.697987358724463,0.722064199788062
"14",13,3873,352,0.645401860770619,0.00647528309757761,0.63283450764436,0.658218786830547
"15",14,3521,353,0.580696704039001,0.00667943541695993,0.567751717860839,0.593936841533981
"16",15,3168,352,0.516174848034667,0.0067649130228791,0.503084705189411,0.529605593243584
"17",16,2816,352,0.451652992030334,0.00673696071300172,0.438639938621644,0.465052101390858
"18",17,2464,352,0.387131136026,0.00659413616886752,0.374420222398137,0.400273563005947
"19",18,2112,352,0.322609280021667,0.00632866689771501,0.310440752872444,0.335254784022709
"20",19,1760,352,0.258087424017334,0.00592408797322672,0.246733733333406,0.269963565727332
"21",20,1408,352,0.193565568013,0.00534892630819064,0.183360712111587,0.204338370465064
"22",0,5427,19,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"23",1,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"24",2,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"25",3,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"26",4,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"27",5,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"28",6,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"29",7,5354,0,0.996498986548738,0.000801780352216228,0.994928764366076,0.998071686896461
"30",8,5354,73,0.982912056026127,0.00176629345902882,0.979456273762469,0.986380031208829
"31",9,5281,352,0.917396993780114,0.00375483804746003,0.910067085962238,0.924785938507958
"32",10,4929,352,0.8518819315341,0.00484561777348352,0.842437439167466,0.861432305277697
"33",11,4577,352,0.786366869288087,0.00559136844748635,0.775483996993584,0.79740246802161
"34",12,4225,352,0.720851807042074,0.00611955695203442,0.708956928508468,0.732946257834077
"35",13,3873,352,0.65533674479606,0.00648357464117136,0.642751585167933,0.66816832348642
"36",14,3521,352,0.589821682550047,0.00671019296524983,0.576815489746502,0.603121142532178
"37",15,3169,352,0.524306620304033,0.00681313626745692,0.511121733445497,0.537831624262073
"38",16,2817,352,0.45879155805802,0.00679802534798053,0.445659285047581,0.472310800666551
"39",17,2465,352,0.393276495812007,0.00666405718233535,0.38042969547638,0.40655712211029
"40",18,2113,352,0.327761433565993,0.00640377656480029,0.315447538655932,0.340556016987692
"41",19,1761,353,0.262060248984054,0.005999396554047,0.250561549341809,0.274086643692879
"42",20,1408,352,0.19654518673804,0.00542137337418596,0.186201608476914,0.207463355155069
"43",0,5408,21,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"44",1,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"45",2,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"46",3,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"47",4,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"48",5,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"49",6,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"50",7,5321,0,0.996116863905325,0.000845722939749297,0.994460655789786,0.997775830325385
"51",8,5321,40,0.988628670979895,0.0014476953762418,0.985795308097857,0.991470177484809
"52",9,5281,352,0.922732573236111,0.00365233647104178,0.915601820815274,0.929918860310694
"53",10,4929,353,0.856649270669192,0.00479399977936774,0.847304545758187,0.866097056379409
"54",11,4576,352,0.790753172925408,0.00556505207758807,0.779920751857902,0.80173604690227
"55",12,4224,352,0.724857075181624,0.00610993455961228,0.712980201629463,0.736931794515549
"56",13,3872,352,0.65896097743784,0.00648590170863002,0.64637067502038,0.671796519500427
"57",14,3520,352,0.593064879694056,0.00672135898312707,0.580036492220335,0.606385901997554
"58",15,3168,352,0.527168781950272,0.00683085186055913,0.513949134998637,0.540728460733124
"59",16,2816,352,0.461272684206488,0.00682044959343101,0.448096693096195,0.474836106744893
"60",17,2464,352,0.395376586462704,0.00668959289695198,0.382480239549563,0.408707768294114
"61",18,2112,352,0.32948048871892,0.00643093294570511,0.317114139486318,0.342329082589337
"62",19,1760,352,0.263584390975136,0.00602804022316942,0.252030525237619,0.27566792197187
"63",20,1408,352,0.197688293231352,0.00544901498134565,0.18729177820648,0.208661915941876
"64",0,5397,47,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"65",1,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"66",2,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"67",3,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"68",4,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"69",5,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"70",6,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"71",7,5285,0,0.991291458217528,0.0012647281727083,0.988815733235602,0.99377338173977
"72",8,5285,4,0.990541190321053,0.00131823214506865,0.98796086945862,0.993128250373224
"73",9,5281,352,0.924517615431258,0.00361555128492897,0.917458354014598,0.931631193397034
"74",10,4929,352,0.858494040541462,0.00477192420324205,0.849192003147541,0.867897972323645
"75",11,4577,352,0.792470465651666,0.00555291675706556,0.781661343079631,0.803429061050792
"76",12,4225,352,0.726446890761871,0.00610434950033075,0.714580570716243,0.738510262836613
"77",13,3873,352,0.660423315872075,0.00648504861472553,0.647834385574704,0.673256878392683
"78",14,3521,352,0.594399740982279,0.00672407634180302,0.58136582059045,0.607725875114174
"79",15,3169,352,0.528376166092484,0.00683630925041527,0.515145708609024,0.541946420651404
"80",16,2817,353,0.462165024228569,0.00682780843199631,0.448974654625055,0.475742912032689
"81",17,2464,352,0.396141449338774,0.00669816334596745,0.383228441275286,0.409489565445633
"82",18,2112,352,0.330117874448978,0.00644021667619656,0.317733557762064,0.34298489526347
"83",19,1760,352,0.264094299559183,0.00603754617914723,0.252522122016874,0.276196788236219
"84",20,1408,352,0.198070724669387,0.00545821502839406,0.187656587820015,0.20906280150785
